1, none, minecraft:the_void, MONSTER, apocalypsenow:horde_5, 10, 1, 1
14106, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_48, 20, 1, 1
14107, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_54, 20, 1, 1
14108, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_10, 20, 1, 1
14109, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_35, 20, 1, 1
14110, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:soldiers, 20, 2, 2
14111, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_8, 20, 1, 1
14112, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_3, 20, 1, 1
14113, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_47, 20, 1, 1
14114, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_45, 20, 1, 1
14115, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_53, 20, 1, 1
14116, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_19, 20, 1, 1
14117, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:runner, 20, 1, 1
14118, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_25, 20, 1, 1
14119, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_30, 20, 1, 1
14120, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_39, 20, 1, 1
14121, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:horde_1, 10, 1, 1
14122, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:ram, 15, 1, 1
14123, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_37, 20, 1, 1
14124, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
14125, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_52, 20, 1, 1
14126, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_42, 20, 1, 1
14127, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:divided, 20, 1, 1
14128, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
14129, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_34, 20, 1, 1
14130, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:horde_3, 10, 1, 1
14131, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
14132, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:boomer, 20, 1, 1
14133, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:military, 15, 1, 1
14134, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:infected_police, 30, 1, 1
14135, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:demolisher, 10, 1, 1
14136, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_57, 20, 1, 1
14137, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_4, 20, 1, 1
14138, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:runner_41, 20, 1, 1
14139, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:hunter, 20, 4, 4
14140, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:military_02, 10, 4, 4
14141, extreme_hills, terralith:caldera, MONSTER, zombie_extreme:goon, 15, 1, 1
14142, extreme_hills, terralith:caldera, MONSTER, apocalypsenow:walker_20, 20, 1, 1
14143, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
14144, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
14145, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
14146, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:rat, 20, 4, 4
14147, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
14148, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
14149, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
14150, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
14151, extreme_hills, terralith:caldera, CREATURE, kevin_trophy:kevmo, 10, 1, 1
14152, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
14153, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
14154, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
14155, extreme_hills, terralith:caldera, CREATURE, apocalypsenow:cockroach, 30, 5, 8
14156, extreme_hills, terralith:caldera, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
14157, none, nullscape:shadowlands, MONSTER, apocalypsenow:horde_5, 10, 1, 1
14158, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_5, 20, 1, 1
14159, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_49, 20, 1, 1
14160, none, nullscape:shadowlands, MONSTER, apocalypsenow:horde_4, 10, 1, 1
14161, none, nullscape:shadowlands, MONSTER, zombie_extreme:fetus, 20, 1, 1
14162, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_50, 20, 1, 1
14163, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_11, 20, 1, 1
14164, none, nullscape:shadowlands, MONSTER, apocalypsenow:looter_2, 10, 1, 1
14165, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_14, 20, 1, 1
14166, none, nullscape:shadowlands, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
14167, none, nullscape:shadowlands, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
14168, none, nullscape:shadowlands, MONSTER, zombie_extreme:infected, 20, 1, 2
14169, none, nullscape:shadowlands, MONSTER, apocalypsenow:looter_3, 10, 1, 1
14170, none, nullscape:shadowlands, MONSTER, apocalypsenow:military_01, 10, 4, 4
14171, none, nullscape:shadowlands, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
14172, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_18, 20, 1, 1
14173, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_6, 20, 1, 1
14174, none, nullscape:shadowlands, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
14175, none, nullscape:shadowlands, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
14176, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_9, 20, 1, 1
14177, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_29, 20, 1, 1
14178, none, nullscape:shadowlands, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
14179, none, nullscape:shadowlands, MONSTER, apocalypsenow:looter_5, 10, 1, 1
14180, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_32, 20, 1, 1
14181, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_15, 20, 1, 1
14182, none, nullscape:shadowlands, MONSTER, zombie_extreme:bomber, 30, 1, 1
14183, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_28, 20, 1, 1
14184, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_7, 20, 1, 1
14185, none, nullscape:shadowlands, MONSTER, apocalypsenow:military_medic, 10, 1, 1
14186, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_22, 20, 1, 1
14187, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_40, 20, 1, 1
14188, none, nullscape:shadowlands, MONSTER, zombie_extreme:infected_military, 20, 1, 1
14189, none, nullscape:shadowlands, MONSTER, apocalypsenow:looter_4, 10, 1, 1
14190, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_36, 20, 1, 1
14191, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_43, 20, 1, 1
14192, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_2, 20, 1, 1
14193, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_51, 20, 1, 1
14194, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_56, 20, 1, 1
14195, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_26, 20, 1, 1
14196, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_33, 20, 1, 1
14197, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_12, 20, 1, 1
14198, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_55, 20, 1, 1
14199, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_44, 20, 1, 1
14200, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_27, 20, 1, 1
14201, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_16, 20, 1, 1
14202, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_17, 20, 1, 1
14203, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_13, 20, 1, 1
14204, none, nullscape:shadowlands, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
14205, none, nullscape:shadowlands, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
14206, none, nullscape:shadowlands, MONSTER, zombie_extreme:crawler, 20, 1, 1
14207, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_31, 20, 1, 1
14208, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_38, 20, 1, 1
14209, none, nullscape:shadowlands, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
14210, none, nullscape:shadowlands, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
14211, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_24, 20, 1, 1
14212, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_46, 20, 1, 1
14213, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_21, 20, 1, 1
14214, none, nullscape:shadowlands, MONSTER, apocalypsenow:cannibal, 10, 1, 2
14215, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_1, 20, 1, 1
14216, none, nullscape:shadowlands, MONSTER, apocalypsenow:horde_2, 10, 1, 1
14217, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_23, 20, 1, 1
14218, none, nullscape:shadowlands, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
14219, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_48, 20, 1, 1
14220, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_54, 20, 1, 1
14221, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_10, 20, 1, 1
14222, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_35, 20, 1, 1
14223, none, nullscape:shadowlands, MONSTER, apocalypsenow:soldiers, 20, 2, 2
14224, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_8, 20, 1, 1
14225, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_3, 20, 1, 1
14226, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_47, 20, 1, 1
14227, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_45, 20, 1, 1
14228, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_53, 20, 1, 1
14229, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_19, 20, 1, 1
14230, none, nullscape:shadowlands, MONSTER, zombie_extreme:runner, 20, 1, 1
14231, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_25, 20, 1, 1
14232, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_30, 20, 1, 1
14233, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_39, 20, 1, 1
14234, none, nullscape:shadowlands, MONSTER, apocalypsenow:horde_1, 10, 1, 1
14235, none, nullscape:shadowlands, MONSTER, zombie_extreme:ram, 15, 1, 1
14236, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_37, 20, 1, 1
14237, none, nullscape:shadowlands, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
14238, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_52, 20, 1, 1
14239, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_42, 20, 1, 1
14240, none, nullscape:shadowlands, MONSTER, zombie_extreme:divided, 20, 1, 1
14241, none, nullscape:shadowlands, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
14242, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_34, 20, 1, 1
14243, none, nullscape:shadowlands, MONSTER, apocalypsenow:horde_3, 10, 1, 1
14244, none, nullscape:shadowlands, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
14245, none, nullscape:shadowlands, MONSTER, zombie_extreme:boomer, 20, 1, 1
14246, none, nullscape:shadowlands, MONSTER, zombie_extreme:military, 15, 1, 1
14247, none, nullscape:shadowlands, MONSTER, zombie_extreme:infected_police, 30, 1, 1
14248, none, nullscape:shadowlands, MONSTER, zombie_extreme:demolisher, 10, 1, 1
14249, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_57, 20, 1, 1
14250, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_4, 20, 1, 1
14251, none, nullscape:shadowlands, MONSTER, apocalypsenow:runner_41, 20, 1, 1
14252, none, nullscape:shadowlands, MONSTER, apocalypsenow:hunter, 20, 4, 4
14253, none, nullscape:shadowlands, MONSTER, apocalypsenow:military_02, 10, 4, 4
14254, none, nullscape:shadowlands, MONSTER, zombie_extreme:goon, 15, 1, 1
14255, none, nullscape:shadowlands, MONSTER, apocalypsenow:walker_20, 20, 1, 1
14256, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
14257, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
14258, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
14259, none, nullscape:shadowlands, CREATURE, apocalypsenow:rat, 20, 4, 4
14260, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
14261, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
14262, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
14263, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
14264, none, nullscape:shadowlands, CREATURE, kevin_trophy:kevmo, 10, 1, 1
14265, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
14266, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
14267, none, nullscape:shadowlands, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
14268, none, nullscape:shadowlands, CREATURE, apocalypsenow:cockroach, 30, 5, 8
14269, none, nullscape:shadowlands, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
14270, none, terralith:warped_mesa, MONSTER, apocalypsenow:horde_5, 10, 1, 1
14271, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_5, 20, 1, 1
14272, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_49, 20, 1, 1
14273, none, terralith:warped_mesa, MONSTER, apocalypsenow:horde_4, 10, 1, 1
14274, none, terralith:warped_mesa, MONSTER, zombie_extreme:fetus, 20, 1, 1
14275, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_50, 20, 1, 1
14276, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_11, 20, 1, 1
14277, none, terralith:warped_mesa, MONSTER, apocalypsenow:looter_2, 10, 1, 1
14278, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_14, 20, 1, 1
14279, none, terralith:warped_mesa, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
14280, none, terralith:warped_mesa, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
14281, none, terralith:warped_mesa, MONSTER, zombie_extreme:infected, 20, 1, 2
14282, none, terralith:warped_mesa, MONSTER, apocalypsenow:looter_3, 10, 1, 1
14283, none, terralith:warped_mesa, MONSTER, apocalypsenow:military_01, 10, 4, 4
14284, none, terralith:warped_mesa, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
14285, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_18, 20, 1, 1
14286, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_6, 20, 1, 1
14287, none, terralith:warped_mesa, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
14288, none, terralith:warped_mesa, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
14289, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_9, 20, 1, 1
14290, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_29, 20, 1, 1
14291, none, terralith:warped_mesa, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
14292, none, terralith:warped_mesa, MONSTER, apocalypsenow:looter_5, 10, 1, 1
14293, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_32, 20, 1, 1
14294, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_15, 20, 1, 1
14295, none, terralith:warped_mesa, MONSTER, zombie_extreme:bomber, 30, 1, 1
14296, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_28, 20, 1, 1
14297, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_7, 20, 1, 1
14298, none, terralith:warped_mesa, MONSTER, apocalypsenow:military_medic, 10, 1, 1
14299, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_22, 20, 1, 1
14300, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_40, 20, 1, 1
14301, none, terralith:warped_mesa, MONSTER, zombie_extreme:infected_military, 20, 1, 1
14302, none, terralith:warped_mesa, MONSTER, apocalypsenow:looter_4, 10, 1, 1
14303, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_36, 20, 1, 1
14304, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_43, 20, 1, 1
14305, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_2, 20, 1, 1
14306, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_51, 20, 1, 1
14307, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_56, 20, 1, 1
14308, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_26, 20, 1, 1
14309, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_33, 20, 1, 1
14310, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_12, 20, 1, 1
14311, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_55, 20, 1, 1
14312, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_44, 20, 1, 1
14313, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_27, 20, 1, 1
14314, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_16, 20, 1, 1
14315, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_17, 20, 1, 1
14316, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_13, 20, 1, 1
14317, none, terralith:warped_mesa, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
14318, none, terralith:warped_mesa, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
14319, none, terralith:warped_mesa, MONSTER, zombie_extreme:crawler, 20, 1, 1
14320, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_31, 20, 1, 1
14321, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_38, 20, 1, 1
14322, none, terralith:warped_mesa, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
14323, none, terralith:warped_mesa, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
14324, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_24, 20, 1, 1
14325, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_46, 20, 1, 1
14326, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_21, 20, 1, 1
14327, none, terralith:warped_mesa, MONSTER, apocalypsenow:cannibal, 10, 1, 2
14328, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_1, 20, 1, 1
14329, none, terralith:warped_mesa, MONSTER, apocalypsenow:horde_2, 10, 1, 1
14330, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_23, 20, 1, 1
14331, none, terralith:warped_mesa, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
14332, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_48, 20, 1, 1
14333, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_54, 20, 1, 1
14334, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_10, 20, 1, 1
14335, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_35, 20, 1, 1
14336, none, terralith:warped_mesa, MONSTER, apocalypsenow:soldiers, 20, 2, 2
14337, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_8, 20, 1, 1
14338, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_3, 20, 1, 1
14339, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_47, 20, 1, 1
14340, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_45, 20, 1, 1
14341, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_53, 20, 1, 1
14342, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_19, 20, 1, 1
14343, none, terralith:warped_mesa, MONSTER, zombie_extreme:runner, 20, 1, 1
14344, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_25, 20, 1, 1
14345, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_30, 20, 1, 1
14346, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_39, 20, 1, 1
14347, none, terralith:warped_mesa, MONSTER, apocalypsenow:horde_1, 10, 1, 1
14348, none, terralith:warped_mesa, MONSTER, zombie_extreme:ram, 15, 1, 1
14349, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_37, 20, 1, 1
14350, none, terralith:warped_mesa, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
14351, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_52, 20, 1, 1
14352, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_42, 20, 1, 1
14353, none, terralith:warped_mesa, MONSTER, zombie_extreme:divided, 20, 1, 1
14354, none, terralith:warped_mesa, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
14355, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_34, 20, 1, 1
14356, none, terralith:warped_mesa, MONSTER, apocalypsenow:horde_3, 10, 1, 1
14357, none, terralith:warped_mesa, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
14358, none, terralith:warped_mesa, MONSTER, zombie_extreme:boomer, 20, 1, 1
14359, none, terralith:warped_mesa, MONSTER, zombie_extreme:military, 15, 1, 1
14360, none, terralith:warped_mesa, MONSTER, zombie_extreme:infected_police, 30, 1, 1
14361, none, terralith:warped_mesa, MONSTER, zombie_extreme:demolisher, 10, 1, 1
14362, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_57, 20, 1, 1
14363, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_4, 20, 1, 1
14364, none, terralith:warped_mesa, MONSTER, apocalypsenow:runner_41, 20, 1, 1
14365, none, terralith:warped_mesa, MONSTER, apocalypsenow:hunter, 20, 4, 4
14366, none, terralith:warped_mesa, MONSTER, apocalypsenow:military_02, 10, 4, 4
14367, none, terralith:warped_mesa, MONSTER, zombie_extreme:goon, 15, 1, 1
14368, none, terralith:warped_mesa, MONSTER, apocalypsenow:walker_20, 20, 1, 1
14369, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
14370, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
14371, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
14372, none, terralith:warped_mesa, CREATURE, apocalypsenow:rat, 20, 4, 4
14373, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
14374, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
14375, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
14376, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
14377, none, terralith:warped_mesa, CREATURE, kevin_trophy:kevmo, 10, 1, 1
14378, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
14379, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
14380, none, terralith:warped_mesa, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
14381, none, terralith:warped_mesa, CREATURE, apocalypsenow:cockroach, 30, 5, 8
14382, none, terralith:warped_mesa, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
14383, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:horde_5, 10, 1, 1
14384, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_5, 20, 1, 1
14385, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:runner_49, 20, 1, 1
14386, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:horde_4, 10, 1, 1
14387, jungle, terralith:amethyst_rainforest, MONSTER, zombie_extreme:fetus, 20, 1, 1
14388, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:runner_50, 20, 1, 1
14389, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_11, 20, 1, 1
14390, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:looter_2, 10, 1, 1
14391, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_14, 20, 1, 1
14392, jungle, terralith:amethyst_rainforest, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
14393, jungle, terralith:amethyst_rainforest, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
14394, jungle, terralith:amethyst_rainforest, MONSTER, zombie_extreme:infected, 20, 1, 2
14395, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:looter_3, 10, 1, 1
14396, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:military_01, 10, 4, 4
14397, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
14398, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_18, 20, 1, 1
14399, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_6, 20, 1, 1
14400, jungle, terralith:amethyst_rainforest, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
14401, jungle, terralith:amethyst_rainforest, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
14402, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_9, 20, 1, 1
14403, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_29, 20, 1, 1
14404, jungle, terralith:amethyst_rainforest, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
14405, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:looter_5, 10, 1, 1
14406, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_32, 20, 1, 1
14407, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_15, 20, 1, 1
14408, jungle, terralith:amethyst_rainforest, MONSTER, zombie_extreme:bomber, 30, 1, 1
14409, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_28, 20, 1, 1
14410, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_7, 20, 1, 1
14411, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:military_medic, 10, 1, 1
14412, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:walker_22, 20, 1, 1
14413, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:runner_40, 20, 1, 1
14414, jungle, terralith:amethyst_rainforest, MONSTER, zombie_extreme:infected_military, 20, 1, 1
14415, jungle, terralith:amethyst_rainforest, MONSTER, apocalypsenow:looter_4, 10, 1, 1
